Date,Time,Currency,Event Name,Impact
2022-04-14,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-04-14,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-04-21,1:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2022-04-28,8:30am,USD,Advance GDP q/q,High Impact Expected
2022-04-29,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-05-02,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-05-03,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-05-04,2:00pm,USD,FOMC Statement,High Impact Expected
2022-05-04,2:00pm,USD,Federal Funds Rate,High Impact Expected
2022-05-04,2:30pm,USD,FOMC Press Conference,High Impact Expected
2022-05-04,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2022-05-06,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-05-06,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-05-06,8:30am,USD,Unemployment Rate,High Impact Expected
2022-05-11,8:30am,USD,CPI m/m,High Impact Expected
2022-05-11,8:30am,USD,CPI y/y,High Impact Expected
2022-05-11,8:30am,USD,Core CPI m/m,High Impact Expected
2022-05-11,8:30am,USD,Core CPI y/y,High Impact Expected
2022-05-12,8:30am,USD,PPI m/m,High Impact Expected
2022-05-17,2:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2022-05-17,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-05-17,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-05-19,9:00am,USD,Fed Gov Nomination Hearings,High Impact Expected
2022-05-25,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2022-05-26,8:30am,USD,Prelim GDP q/q,High Impact Expected
2022-05-27,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-06-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-06-01,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-06-02,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2022-06-03,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-06-03,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-06-03,8:30am,USD,Unemployment Rate,High Impact Expected
2022-06-10,8:30am,USD,CPI m/m,High Impact Expected
2022-06-10,8:30am,USD,CPI y/y,High Impact Expected
2022-06-10,8:30am,USD,Core CPI m/m,High Impact Expected
2022-06-10,8:30am,USD,Core CPI y/y,High Impact Expected
2022-06-10,9:00am,USD,Treasury Currency Report,High Impact Expected
2022-06-14,8:30am,USD,PPI m/m,High Impact Expected
2022-06-15,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2022-06-15,2:00pm,USD,FOMC Statement,High Impact Expected
2022-06-15,2:00pm,USD,Federal Funds Rate,High Impact Expected
2022-06-15,2:30pm,USD,FOMC Press Conference,High Impact Expected
2022-06-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-06-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-06-17,8:45am,USD,FOMC Member Powell Speaks,High Impact Expected
2022-06-22,9:30am,USD,Fed Chairman Powell Testifies,High Impact Expected
2022-06-23,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2022-06-28,10:00am,USD,CB Consumer Confidence,High Impact Expected
2022-06-29,9:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2022-06-30,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-07-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-07-06,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-07-06,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2022-07-08,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-07-08,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-07-08,8:30am,USD,Unemployment Rate,High Impact Expected
2022-07-13,8:30am,USD,CPI m/m,High Impact Expected
2022-07-13,8:30am,USD,CPI y/y,High Impact Expected
2022-07-13,8:30am,USD,Core CPI m/m,High Impact Expected
2022-07-13,8:30am,USD,Core CPI y/y,High Impact Expected
2022-07-14,8:30am,USD,PPI m/m,High Impact Expected
2022-07-15,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2022-07-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-07-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-07-22,9:45am,USD,Flash Services PMI,High Impact Expected
2022-07-26,10:00am,USD,CB Consumer Confidence,High Impact Expected
2022-07-27,2:00pm,USD,FOMC Statement,High Impact Expected
2022-07-27,2:00pm,USD,Federal Funds Rate,High Impact Expected
2022-07-27,2:30pm,USD,FOMC Press Conference,High Impact Expected
2022-07-28,8:30am,USD,Advance GDP q/q,High Impact Expected
2022-07-29,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-08-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-08-02,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-08-03,10:00am,USD,ISM Services PMI,High Impact Expected
2022-08-05,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-08-05,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-08-05,8:30am,USD,Unemployment Rate,High Impact Expected
2022-08-10,8:30am,USD,CPI m/m,High Impact Expected
2022-08-10,8:30am,USD,CPI y/y,High Impact Expected
2022-08-10,8:30am,USD,Core CPI m/m,High Impact Expected
2022-08-10,8:30am,USD,Core CPI y/y,High Impact Expected
2022-08-11,8:30am,USD,PPI m/m,High Impact Expected
2022-08-12,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2022-08-17,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2022-08-17,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-08-17,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-08-18,8:30am,USD,Philly Fed Manufacturing Index,High Impact Expected
2022-08-23,9:45am,USD,Flash Services PMI,High Impact Expected
2022-08-24,10:00am,USD,Prelim Benchmark Payrolls Revision,High Impact Expected
2022-08-25,8:30am,USD,Prelim GDP q/q,High Impact Expected
2022-08-26,10:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2022-08-26,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-08-30,10:00am,USD,CB Consumer Confidence,High Impact Expected
2022-08-30,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-08-31,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2022-09-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-09-02,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-09-02,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-09-02,8:30am,USD,Unemployment Rate,High Impact Expected
2022-09-06,10:00am,USD,ISM Services PMI,High Impact Expected
2022-09-08,9:10am,USD,FOMC Member Powell Speaks,High Impact Expected
2022-09-13,8:30am,USD,CPI m/m,High Impact Expected
2022-09-13,8:30am,USD,CPI y/y,High Impact Expected
2022-09-13,8:30am,USD,Core CPI m/m,High Impact Expected
2022-09-13,8:30am,USD,Core CPI y/y,High Impact Expected
2022-09-14,8:30am,USD,PPI m/m,High Impact Expected
2022-09-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-09-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2022-09-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-09-16,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2022-09-21,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2022-09-21,2:00pm,USD,FOMC Statement,High Impact Expected
2022-09-21,2:00pm,USD,Federal Funds Rate,High Impact Expected
2022-09-21,2:30pm,USD,FOMC Press Conference,High Impact Expected
2022-09-23,2:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2022-09-23,9:45am,USD,Flash Services PMI,High Impact Expected
2022-09-27,10:00am,USD,CB Consumer Confidence,High Impact Expected
2022-09-27,7:30am,USD,FOMC Member Powell Speaks,High Impact Expected
2022-09-30,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-10-03,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-10-03,3:00pm,USD,FOMC Member Powell Speaks,High Impact Expected
2022-10-04,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-10-05,10:00am,USD,ISM Services PMI,High Impact Expected
2022-10-05,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2022-10-07,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-10-07,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-10-07,8:30am,USD,Unemployment Rate,High Impact Expected
2022-10-12,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2022-10-12,8:30am,USD,PPI m/m,High Impact Expected
2022-10-13,8:30am,USD,CPI m/m,High Impact Expected
2022-10-13,8:30am,USD,CPI y/y,High Impact Expected
2022-10-13,8:30am,USD,Core CPI m/m,High Impact Expected
2022-10-13,8:30am,USD,Core CPI y/y,High Impact Expected
2022-10-14,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2022-10-14,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-10-14,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-10-17,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2022-10-20,8:30am,USD,Philly Fed Manufacturing Index,High Impact Expected
2022-10-24,9:45am,USD,Flash Services PMI,High Impact Expected
2022-10-25,10:00am,USD,CB Consumer Confidence,High Impact Expected
2022-10-27,8:30am,USD,Advance GDP q/q,High Impact Expected
2022-10-28,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-11-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-11-01,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-11-02,2:00pm,USD,FOMC Statement,High Impact Expected
2022-11-02,2:00pm,USD,Federal Funds Rate,High Impact Expected
2022-11-02,2:30pm,USD,FOMC Press Conference,High Impact Expected
2022-11-02,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2022-11-03,10:00am,USD,ISM Services PMI,High Impact Expected
2022-11-04,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-11-04,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-11-04,8:30am,USD,Unemployment Rate,High Impact Expected
2022-11-08,10:16am,USD,Congressional Elections,High Impact Expected
2022-11-10,8:30am,USD,CPI m/m,High Impact Expected
2022-11-10,8:30am,USD,CPI y/y,High Impact Expected
2022-11-10,8:30am,USD,Core CPI m/m,High Impact Expected
2022-11-10,8:30am,USD,Core CPI y/y,High Impact Expected
2022-11-10,9:00am,USD,Treasury Currency Report,High Impact Expected
2022-11-11,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2022-11-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2022-11-15,8:30am,USD,PPI m/m,High Impact Expected
2022-11-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-11-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-11-17,8:30am,USD,Philly Fed Manufacturing Index,High Impact Expected
2022-11-23,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2022-11-23,9:45am,USD,Flash Services PMI,High Impact Expected
2022-11-29,10:00am,USD,CB Consumer Confidence,High Impact Expected
2022-11-30,10:00am,USD,JOLTS Job Openings,High Impact Expected
2022-11-30,1:30pm,USD,FOMC Member Powell Speaks,High Impact Expected
2022-11-30,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2022-11-30,8:30am,USD,Prelim GDP q/q,High Impact Expected
2022-12-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2022-12-01,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2022-12-02,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2022-12-02,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2022-12-02,8:30am,USD,Unemployment Rate,High Impact Expected
2022-12-05,10:00am,USD,ISM Services PMI,High Impact Expected
2022-12-09,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2022-12-09,8:30am,USD,Core PPI m/m,High Impact Expected
2022-12-09,8:30am,USD,PPI m/m,High Impact Expected
2022-12-13,8:30am,USD,CPI m/m,High Impact Expected
2022-12-13,8:30am,USD,CPI y/y,High Impact Expected
2022-12-13,8:30am,USD,Core CPI m/m,High Impact Expected
2022-12-13,8:30am,USD,Core CPI y/y,High Impact Expected
2022-12-14,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2022-12-14,2:00pm,USD,FOMC Statement,High Impact Expected
2022-12-14,2:00pm,USD,Federal Funds Rate,High Impact Expected
2022-12-14,2:30pm,USD,FOMC Press Conference,High Impact Expected
2022-12-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2022-12-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2022-12-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2022-12-16,9:45am,USD,Flash Services PMI,High Impact Expected
2022-12-21,10:00am,USD,CB Consumer Confidence,High Impact Expected
2022-12-23,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-01-04,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-01-04,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-01-04,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2023-01-05,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-01-06,10:00am,USD,ISM Services PMI,High Impact Expected
2023-01-06,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-01-06,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-01-06,8:30am,USD,Unemployment Rate,High Impact Expected
2023-01-10,9:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2023-01-12,8:30am,USD,CPI m/m,High Impact Expected
2023-01-12,8:30am,USD,CPI y/y,High Impact Expected
2023-01-12,8:30am,USD,Core CPI m/m,High Impact Expected
2023-01-12,8:30am,USD,Core CPI y/y,High Impact Expected
2023-01-13,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-01-17,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-01-18,8:30am,USD,Core PPI m/m,High Impact Expected
2023-01-18,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-01-18,8:30am,USD,PPI m/m,High Impact Expected
2023-01-18,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-01-24,9:45am,USD,Flash Services PMI,High Impact Expected
2023-01-26,8:30am,USD,Advance GDP q/q,High Impact Expected
2023-01-27,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-01-31,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-02-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-02-01,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-02-01,2:00pm,USD,FOMC Statement,High Impact Expected
2023-02-01,2:00pm,USD,Federal Funds Rate,High Impact Expected
2023-02-01,2:30pm,USD,FOMC Press Conference,High Impact Expected
2023-02-01,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-02-03,10:00am,USD,ISM Services PMI,High Impact Expected
2023-02-03,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-02-03,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-02-03,8:30am,USD,Unemployment Rate,High Impact Expected
2023-02-07,12:40pm,USD,FOMC Member Powell Speaks,High Impact Expected
2023-02-08,9:15am,USD,FOMC Member Williams Speaks,High Impact Expected
2023-02-10,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-02-14,8:30am,USD,CPI m/m,High Impact Expected
2023-02-14,8:30am,USD,CPI y/y,High Impact Expected
2023-02-14,8:30am,USD,Core CPI m/m,High Impact Expected
2023-02-14,8:30am,USD,Core CPI y/y,High Impact Expected
2023-02-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-02-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-02-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-02-16,8:30am,USD,Core PPI m/m,High Impact Expected
2023-02-16,8:30am,USD,PPI m/m,High Impact Expected
2023-02-21,9:45am,USD,Flash Services PMI,High Impact Expected
2023-02-22,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2023-02-23,8:30am,USD,Prelim GDP q/q,High Impact Expected
2023-02-24,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-02-28,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-03-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-03-03,10:00am,USD,ISM Services PMI,High Impact Expected
2023-03-07,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2023-03-08,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2023-03-08,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-03-08,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-03-10,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-03-10,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-03-10,8:30am,USD,Unemployment Rate,High Impact Expected
2023-03-12,6:20pm,USD,Fed Announcement,High Impact Expected
2023-03-14,8:30am,USD,CPI m/m,High Impact Expected
2023-03-14,8:30am,USD,CPI y/y,High Impact Expected
2023-03-14,8:30am,USD,Core CPI m/m,High Impact Expected
2023-03-14,8:30am,USD,Core CPI y/y,High Impact Expected
2023-03-15,8:30am,USD,Core PPI m/m,High Impact Expected
2023-03-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-03-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-03-15,8:30am,USD,PPI m/m,High Impact Expected
2023-03-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-03-16,8:30am,USD,Unemployment Claims,High Impact Expected
2023-03-17,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-03-19,5:00pm,USD,Fed Announcement,High Impact Expected
2023-03-22,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2023-03-22,2:00pm,USD,FOMC Statement,High Impact Expected
2023-03-22,2:00pm,USD,Federal Funds Rate,High Impact Expected
2023-03-22,2:30pm,USD,FOMC Press Conference,High Impact Expected
2023-03-23,8:30am,USD,Unemployment Claims,High Impact Expected
2023-03-24,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2023-03-24,9:45am,USD,Flash Services PMI,High Impact Expected
2023-03-28,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-03-30,8:30am,USD,Final GDP q/q,High Impact Expected
2023-03-30,8:30am,USD,Unemployment Claims,High Impact Expected
2023-03-31,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-04-03,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-04-04,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-04-05,10:00am,USD,ISM Services PMI,High Impact Expected
2023-04-05,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-04-06,8:30am,USD,Unemployment Claims,High Impact Expected
2023-04-07,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-04-07,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-04-07,8:30am,USD,Unemployment Rate,High Impact Expected
2023-04-12,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2023-04-12,8:30am,USD,CPI m/m,High Impact Expected
2023-04-12,8:30am,USD,CPI y/y,High Impact Expected
2023-04-12,8:30am,USD,Core CPI m/m,High Impact Expected
2023-04-12,8:30am,USD,Core CPI y/y,High Impact Expected
2023-04-13,8:30am,USD,Core PPI m/m,High Impact Expected
2023-04-13,8:30am,USD,PPI m/m,High Impact Expected
2023-04-13,8:30am,USD,Unemployment Claims,High Impact Expected
2023-04-14,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-04-14,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-04-14,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-04-17,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-04-20,8:30am,USD,Unemployment Claims,High Impact Expected
2023-04-21,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2023-04-21,9:45am,USD,Flash Services PMI,High Impact Expected
2023-04-25,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-04-27,8:30am,USD,Advance GDP q/q,High Impact Expected
2023-04-27,8:30am,USD,Unemployment Claims,High Impact Expected
2023-04-28,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-04-28,8:30am,USD,Employment Cost Index q/q,High Impact Expected
2023-05-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-05-02,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-05-03,10:00am,USD,ISM Services PMI,High Impact Expected
2023-05-03,2:00pm,USD,FOMC Statement,High Impact Expected
2023-05-03,2:00pm,USD,Federal Funds Rate,High Impact Expected
2023-05-03,2:30pm,USD,FOMC Press Conference,High Impact Expected
2023-05-03,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-05-04,8:30am,USD,Unemployment Claims,High Impact Expected
2023-05-05,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-05-05,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-05-05,8:30am,USD,Unemployment Rate,High Impact Expected
2023-05-10,8:30am,USD,CPI m/m,High Impact Expected
2023-05-10,8:30am,USD,CPI y/y,High Impact Expected
2023-05-10,8:30am,USD,Core CPI m/m,High Impact Expected
2023-05-10,8:30am,USD,Core CPI y/y,High Impact Expected
2023-05-11,8:30am,USD,Core PPI m/m,High Impact Expected
2023-05-11,8:30am,USD,PPI m/m,High Impact Expected
2023-05-11,8:30am,USD,Unemployment Claims,High Impact Expected
2023-05-12,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-05-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-05-16,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-05-16,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-05-18,8:30am,USD,Unemployment Claims,High Impact Expected
2023-05-19,11:00am,USD,FOMC Member Powell Speaks,High Impact Expected
2023-05-23,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2023-05-23,9:45am,USD,Flash Services PMI,High Impact Expected
2023-05-24,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2023-05-25,8:30am,USD,Prelim GDP q/q,High Impact Expected
2023-05-25,8:30am,USD,Unemployment Claims,High Impact Expected
2023-05-26,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-05-30,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-05-31,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-06-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-06-01,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-06-01,8:30am,USD,Unemployment Claims,High Impact Expected
2023-06-02,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-06-02,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-06-02,8:30am,USD,Unemployment Rate,High Impact Expected
2023-06-05,10:00am,USD,ISM Services PMI,High Impact Expected
2023-06-08,8:30am,USD,Unemployment Claims,High Impact Expected
2023-06-13,8:30am,USD,CPI m/m,High Impact Expected
2023-06-13,8:30am,USD,CPI y/y,High Impact Expected
2023-06-13,8:30am,USD,Core CPI m/m,High Impact Expected
2023-06-13,8:30am,USD,Core CPI y/y,High Impact Expected
2023-06-14,2:00pm,USD,FOMC Economic Projections,High Impact Expected
2023-06-14,2:00pm,USD,FOMC Statement,High Impact Expected
2023-06-14,2:00pm,USD,Federal Funds Rate,High Impact Expected
2023-06-14,2:30pm,USD,FOMC Press Conference,High Impact Expected
2023-06-14,8:30am,USD,Core PPI m/m,High Impact Expected
2023-06-14,8:30am,USD,PPI m/m,High Impact Expected
2023-06-15,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-06-15,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-06-15,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-06-15,8:30am,USD,Unemployment Claims,High Impact Expected
2023-06-16,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-06-16,2:00pm,USD,Treasury Currency Report,High Impact Expected
2023-06-21,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2023-06-21,10:00am,USD,Fed Gov Nomination Hearings,High Impact Expected
2023-06-22,10:00am,USD,Fed Chairman Powell Testifies,High Impact Expected
2023-06-22,8:30am,USD,Unemployment Claims,High Impact Expected
2023-06-23,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2023-06-23,9:45am,USD,Flash Services PMI,High Impact Expected
2023-06-27,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-06-28,9:30am,USD,FOMC Member Powell Speaks,High Impact Expected
2023-06-29,2:30am,USD,FOMC Member Powell Speaks,High Impact Expected
2023-06-29,8:30am,USD,Final GDP q/q,High Impact Expected
2023-06-29,8:32am,USD,Unemployment Claims,High Impact Expected
2023-06-30,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-07-03,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-07-05,2:00pm,USD,FOMC Meeting Minutes,High Impact Expected
2023-07-06,10:00am,USD,ISM Services PMI,High Impact Expected
2023-07-06,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-07-06,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-07-06,8:30am,USD,Unemployment Claims,High Impact Expected
2023-07-07,8:30am,USD,Average Hourly Earnings m/m,High Impact Expected
2023-07-07,8:30am,USD,Non-Farm Employment Change,High Impact Expected
2023-07-07,8:30am,USD,Unemployment Rate,High Impact Expected
2023-07-12,8:30am,USD,CPI m/m,High Impact Expected
2023-07-12,8:30am,USD,CPI y/y,High Impact Expected
2023-07-12,8:30am,USD,Core CPI m/m,High Impact Expected
2023-07-12,8:30am,USD,Core CPI y/y,High Impact Expected
2023-07-13,8:30am,USD,Core PPI m/m,High Impact Expected
2023-07-13,8:30am,USD,PPI m/m,High Impact Expected
2023-07-13,8:30am,USD,Unemployment Claims,High Impact Expected
2023-07-14,10:00am,USD,Prelim UoM Consumer Sentiment,High Impact Expected
2023-07-17,8:30am,USD,Empire State Manufacturing Index,High Impact Expected
2023-07-18,8:30am,USD,Core Retail Sales m/m,High Impact Expected
2023-07-18,8:30am,USD,Retail Sales m/m,High Impact Expected
2023-07-19,8:30am,USD,Housing Starts,High Impact Expected
2023-07-20,8:30am,USD,Unemployment Claims,High Impact Expected
2023-07-24,9:45am,USD,Flash Manufacturing PMI,High Impact Expected
2023-07-24,9:45am,USD,Flash Services PMI,High Impact Expected
2023-07-25,10:00am,USD,CB Consumer Confidence,High Impact Expected
2023-07-26,2:00pm,USD,FOMC Statement,High Impact Expected
2023-07-26,2:00pm,USD,Federal Funds Rate,High Impact Expected
2023-07-26,2:30pm,USD,FOMC Press Conference,High Impact Expected
2023-07-27,8:30am,USD,Advance GDP q/q,High Impact Expected
2023-07-27,8:30am,USD,Unemployment Claims,High Impact Expected
2023-07-28,10:00am,USD,Revised UoM Consumer Sentiment,High Impact Expected
2023-07-28,8:30am,USD,Core PCE Price Index m/m,High Impact Expected
2023-07-28,8:30am,USD,Employment Cost Index q/q,High Impact Expected
2023-08-01,10:00am,USD,ISM Manufacturing PMI,High Impact Expected
2023-08-01,10:00am,USD,JOLTS Job Openings,High Impact Expected
2023-08-02,8:15am,USD,ADP Non-Farm Employment Change,High Impact Expected
2023-08-03,10:00am,USD,ISM Services PMI,High Impact Expected
